COVID-19 People Fully Vaccinated from 22/Jan/2020 to 16/May/2022
People received vaccine (count)
Source: Our World in Data - https://ourworldindata.org/covid-deaths

1
2021-01-18,Estonia,dummy,1034.0,Europe
2021-01-18,France,dummy,476.0,Europe
2021-01-18,Germany,dummy,35100.0,Europe
2021-01-18,Greece,dummy,423.0,Europe
2021-01-18,Hungary,dummy,1643.0,Europe
2021-01-18,Ireland,dummy,115.0,Europe
2021-01-18,Israel,dummy,453608.0,Asia
2021-01-18,Italy,dummy,8105.0,Europe
2021-01-18,Latvia,dummy,614.0,Europe
2021-01-18,Lithuania,dummy,2779.0,Europe
2021-01-18,Luxembourg,dummy,447.0,Europe
2021-01-18,Mexico,dummy,6546.0,North America
2021-01-18,Norway,dummy,397.0,Europe
2021-01-18,Oman,dummy,1985.0,Asia
2021-01-18,Poland,dummy,3468.0,Europe
2021-01-18,Romania,dummy,1950.0,Europe
2021-01-18,Singapore,dummy,26.0,Asia
2021-01-18,Slovenia,dummy,321.0,Europe
2021-01-18,Spain,dummy,2315.0,Europe
2021-01-18,Switzerland,dummy,1123.0,Europe
2021-01-18,United Kingdom,dummy,456866.0,Europe
2021-01-18,United States,dummy,2715451.0,North America

29
2021-01-19,Argentina,dummy,5490.0,South America
2021-01-19,Belgium,dummy,901.0,Europe
2021-01-19,Bulgaria,dummy,3168.0,Europe
2021-01-19,Canada,dummy,24880.0,North America
2021-01-19,Chile,dummy,8372.0,South America
2021-01-19,Czechia,dummy,5213.0,Europe
2021-01-19,Denmark,dummy,4288.0,Europe
2021-01-19,Estonia,dummy,1486.0,Europe
2021-01-19,France,dummy,646.0,Europe
2021-01-19,Germany,dummy,71175.0,Europe
2021-01-19,Greece,dummy,1072.0,Europe
2021-01-19,Hungary,dummy,2939.0,Europe
2021-01-19,Ireland,dummy,134.0,Europe
2021-01-19,Israel,dummy,591420.0,Asia
2021-01-19,Italy,dummy,9897.0,Europe
2021-01-19,Latvia,dummy,1423.0,Europe
2021-01-19,Lithuania,dummy,6709.0,Europe
2021-01-19,Luxembourg,dummy,794.0,Europe
2021-01-19,Mexico,dummy,9609.0,North America
2021-01-19,Norway,dummy,1233.0,Europe
2021-01-19,Oman,dummy,3276.0,Asia
2021-01-19,Poland,dummy,11174.0,Europe
2021-01-19,Romania,dummy,2621.0,Europe
2021-01-19,Singapore,dummy,34.0,Asia
2021-01-19,Slovenia,dummy,1968.0,Europe
2021-01-19,Spain,dummy,9341.0,Europe
2021-01-19,Switzerland,dummy,1833.0,Europe
2021-01-19,United Kingdom,dummy,460625.0,Europe
2021-01-19,United States,dummy,3073568.0,North America

30
2021-01-20,Argentina,dummy,19005.0,South America
2021-01-20,Belgium,dummy,1403.0,Europe
2021-01-20,Bulgaria,dummy,4293.0,Europe
2021-01-20,Canada,dummy,38043.0,North America
2021-01-20,Chile,dummy,8372.0,South America
2021-01-20,Czechia,dummy,7878.0,Europe
2021-01-20,Denmark,dummy,5922.0,Europe
2021-01-20,Estonia,dummy,2165.0,Europe
2021-01-20,France,dummy,815.0,Europe
2021-01-20,Germany,dummy,125123.0,Europe
2021-01-20,Greece,dummy,1664.0,Europe
2021-01-20,Hungary,dummy,4030.0,Europe
2021-01-20,Iceland,dummy,480.0,Europe
2021-01-20,Ireland,dummy,1097.0,Europe
2021-01-20,Israel,dummy,735156.0,Asia
2021-01-20,Italy,dummy,14503.0,Europe
2021-01-20,Latvia,dummy,2183.0,Europe
2021-01-20,Lithuania,dummy,8555.0,Europe
2021-01-20,Luxembourg,dummy,1243.0,Europe
2021-01-20,Mexico,dummy,11402.0,North America
2021-01-20,Norway,dummy,1944.0,Europe
2021-01-20,Oman,dummy,4775.0,Asia
2021-01-20,Poland,dummy,24992.0,Europe
2021-01-20,Romania,dummy,5813.0,Europe
2021-01-20,Singapore,dummy,74.0,Asia
2021-01-20,Slovenia,dummy,5776.0,Europe
2021-01-20,Spain,dummy,15642.0,Europe
2021-01-20,Switzerland,dummy,2750.0,Europe
2021-01-20,United Kingdom,dummy,464036.0,Europe
2021-01-20,United States,dummy,3495653.0,North America

28
2021-01-21,Argentina,dummy,28324.0,South America
2021-01-21,Belgium,dummy,1468.0,Europe
2021-01-21,Bulgaria,dummy,4532.0,Europe
2021-01-21,Canada,dummy,43851.0,North America
2021-01-21,Chile,dummy,8372.0,South America
2021-01-21,Czechia,dummy,9620.0,Europe
2021-01-21,Denmark,dummy,7974.0,Europe
2021-01-21,Estonia,dummy,2906.0,Europe
2021-01-21,France,dummy,982.0,Europe
2021-01-21,Germany,dummy,166234.0,Europe
2021-01-21,Greece,dummy,2261.0,Europe
2021-01-21,Hungary,dummy,5815.0,Europe
2021-01-21,Ireland,dummy,2059.0,Europe
2021-01-21,Israel,dummy,899574.0,Asia
2021-01-21,Italy,dummy,34466.0,Europe
2021-01-21,Latvia,dummy,2204.0,Europe
2021-01-21,Lithuania,dummy,9194.0,Europe
2021-01-21,Luxembourg,dummy,1243.0,Europe
2021-01-21,Mexico,dummy,18018.0,North America
